date,bitcoin,isPartial
2020-06-24,32,False
2020-06-25,31,False
2020-06-26,30,False
2020-06-27,27,False
2020-06-28,45,False
2020-06-29,44,False
2020-06-30,44,False
2020-07-01,42,False
2020-07-02,43,False
2020-07-03,39,False
2020-07-04,36,False
2020-07-05,38,False
2020-07-06,43,False
2020-07-07,42,False
2020-07-08,46,False
2020-07-09,44,False
2020-07-10,40,False
2020-07-11,37,False
2020-07-12,38,False
2020-07-13,42,False
2020-07-14,46,False
2020-07-15,55,False
2020-07-16,69,False
2020-07-17,46,False
2020-07-18,69,False
2020-07-19,39,False
2020-07-20,37,False
2020-07-21,43,False
2020-07-22,42,False
2020-07-23,50,False
2020-07-24,47,False
2020-07-25,47,False
2020-07-26,61,False
2020-07-27,93,False
2020-07-28,100,False
2020-07-29,78,False
2020-07-30,70,False
2020-07-31,72,False
2020-08-01,88,False
2020-08-02,89,False
2020-08-03,73,False
2020-08-04,66,False
2020-08-05,71,False
2020-08-06,77,False
2020-08-07,68,False
2020-08-08,59,False
2020-08-09,56,False
2020-08-10,73,False
2020-08-11,70,False
2020-08-12,65,False
2020-08-13,61,False
2020-08-14,62,False
2020-08-15,58,False
2020-08-16,57,False
2020-08-17,74,False
2020-08-18,71,False
2020-08-19,64,False
2020-08-20,60,False
2020-08-21,54,False
2020-08-22,50,False
2020-08-23,46,False
2020-08-24,56,False
2020-08-25,58,False
2020-08-26,52,False
2020-08-27,50,False
2020-08-28,48,False
2020-08-29,39,False
2020-08-30,43,False
2020-08-31,47,False
2020-09-01,55,False
2020-09-02,56,False
2020-09-03,63,False
2020-09-04,68,False
2020-09-05,58,False
2020-09-06,54,False
2020-09-07,54,False
2020-09-08,54,False
2020-09-09,50,False
2020-09-10,45,False
2020-09-11,42,False
2020-09-12,39,False
2020-09-13,39,False
2020-09-14,44,False
2020-09-15,46,False
2020-09-16,46,False
2020-09-17,43,False
2020-09-18,41,False
2020-09-19,36,False
2020-09-20,37,False
2020-09-21,45,False
2020-09-22,41,False
2020-09-23,40,False
2020-09-24,37,False
2020-09-25,38,False
2020-09-26,35,False
2020-09-27,14,False
2020-09-28,15,False
2020-09-29,15,False
2020-09-30,14,False
2020-10-01,14,False
2020-10-02,15,False
2020-10-03,13,False
2020-10-04,13,False
2020-10-05,15,False
2020-10-06,14,False
2020-10-07,14,False
2020-10-08,15,False
2020-10-09,15,False
2020-10-10,16,False
2020-10-11,15,False
2020-10-12,16,False
2020-10-13,16,False
2020-10-14,16,False
2020-10-15,16,False
2020-10-16,15,False
2020-10-17,14,False
2020-10-18,14,False
2020-10-19,16,False
2020-10-20,20,False
2020-10-21,33,False
2020-10-22,35,False
2020-10-23,28,False
2020-10-24,22,False
2020-10-25,23,False
2020-10-26,26,False
2020-10-27,30,False
2020-10-28,31,False
2020-10-29,26,False
2020-10-30,25,False
2020-10-31,26,False
2020-11-01,24,False
2020-11-02,26,False
2020-11-03,23,False
2020-11-04,24,False
2020-11-05,36,False
2020-11-06,41,False
2020-11-07,31,False
2020-11-08,29,False
2020-11-09,32,False
2020-11-10,27,False
2020-11-11,28,False
2020-11-12,33,False
2020-11-13,35,False
2020-11-14,29,False
2020-11-15,25,False
2020-11-16,34,False
2020-11-17,47,False
2020-11-18,57,False
2020-11-19,45,False
2020-11-20,48,False
2020-11-21,47,False
2020-11-22,41,False
2020-11-23,43,False
2020-11-24,59,False
2020-11-25,54,False
2020-11-26,60,False
2020-11-27,44,False
2020-11-28,37,False
2020-11-29,35,False
2020-11-30,50,False
2020-12-01,52,False
2020-12-02,41,False
2020-12-03,39,False
2020-12-04,38,False
2020-12-05,34,False
2020-12-06,32,False
2020-12-07,34,False
2020-12-08,33,False
2020-12-09,35,False
2020-12-10,31,False
2020-12-11,33,False
2020-12-12,29,False
2020-12-13,30,False
2020-12-14,31,False
2020-12-15,32,False
2020-12-16,61,False
2020-12-17,100,False
2020-12-18,66,False
2020-12-19,57,False
2020-12-20,56,False
2020-12-21,62,False
2020-12-22,52,False
2020-12-23,49,False
2020-12-24,44,False
2020-12-25,49,False
2020-12-26,72,False
2020-12-27,49,False
2020-12-28,38,False
2020-12-29,33,False
2020-12-30,39,False
2020-12-31,39,False
2021-01-01,37,False
2021-01-02,66,False
2021-01-03,77,False
2021-01-04,65,False
2021-01-05,53,False
2021-01-06,59,False
2021-01-07,84,False
2021-01-08,84,False
2021-01-09,67,False
2021-01-10,65,False
2021-01-11,100,False
2021-01-12,71,False
2021-01-13,63,False
2021-01-14,64,False
2021-01-15,56,False
2021-01-16,48,False
2021-01-17,43,False
2021-01-18,41,False
2021-01-19,40,False
2021-01-20,38,False
2021-01-21,47,False
2021-01-22,51,False
2021-01-23,38,False
2021-01-24,34,False
2021-01-25,36,False
2021-01-26,33,False
2021-01-27,37,False
2021-01-28,37,False
2021-01-29,60,False
2021-01-30,42,False
2021-01-31,36,False
2021-02-01,36,False
2021-02-02,33,False
2021-02-03,35,False
2021-02-04,37,False
2021-02-05,34,False
2021-02-06,40,False
2021-02-07,36,False
2021-02-08,78,False
2021-02-09,95,False
2021-02-10,63,False
2021-02-11,57,False
2021-02-12,55,False
2021-02-13,45,False
2021-02-14,50,False
2021-02-15,51,False
2021-02-16,57,False
2021-02-17,65,False
2021-02-18,57,False
2021-02-19,64,False
2021-02-20,72,False
2021-02-21,64,False
2021-02-22,73,False
2021-02-23,91,False
2021-02-24,69,False
2021-02-25,56,False
2021-02-26,57,False
2021-02-27,45,False
2021-02-28,52,False
2021-03-01,49,False
2021-03-02,45,False
2021-03-03,43,False
2021-03-04,41,False
2021-03-05,38,False
2021-03-06,35,False
2021-03-07,35,False
2021-03-08,38,False
2021-03-09,46,False
2021-03-10,44,False
2021-03-11,42,False
2021-03-12,41,False
2021-03-13,54,False
2021-03-14,52,False
2021-03-15,45,False
2021-03-16,44,False
2021-03-17,42,False
2021-03-18,41,False
2021-03-19,38,False
2021-03-20,34,False
2021-03-21,35,False
2021-03-22,38,False
2021-03-23,37,False
2021-03-24,42,False
2021-03-25,45,False
2021-03-26,37,False
2021-03-27,35,False
2021-03-28,25,False
2021-03-29,28,False
2021-03-30,30,False
2021-03-31,29,False
2021-04-01,31,False
2021-04-02,28,False
2021-04-03,26,False
2021-04-04,25,False
2021-04-05,27,False
2021-04-06,26,False
2021-04-07,25,False
2021-04-08,24,False
2021-04-09,22,False
2021-04-10,27,False
2021-04-11,26,False
2021-04-12,27,False
2021-04-13,37,False
2021-04-14,40,False
2021-04-15,33,False
2021-04-16,36,False
2021-04-17,29,False
2021-04-18,53,False
2021-04-19,43,False
2021-04-20,38,False
2021-04-21,31,False
2021-04-22,36,False
2021-04-23,56,False
2021-04-24,39,False
2021-04-25,34,False
2021-04-26,37,False
2021-04-27,33,False
2021-04-28,31,False
2021-04-29,28,False
2021-04-30,27,False
2021-05-01,27,False
2021-05-02,25,False
2021-05-03,28,False
2021-05-04,29,False
2021-05-05,28,False
2021-05-06,27,False
2021-05-07,26,False
2021-05-08,26,False
2021-05-09,27,False
2021-05-10,28,False
2021-05-11,27,False
2021-05-12,28,False
2021-05-13,68,False
2021-05-14,42,False
2021-05-15,33,False
2021-05-16,36,False
2021-05-17,53,False
2021-05-18,40,False
2021-05-19,100,False
2021-05-20,79,False
2021-05-21,60,False
2021-05-22,51,False
2021-05-23,61,False
2021-05-24,56,False
2021-05-25,45,False
2021-05-26,39,False
2021-05-27,35,False
2021-05-28,35,False
2021-05-29,35,False
2021-05-30,33,False
2021-05-31,32,False
2021-06-01,31,False
2021-06-02,31,False
2021-06-03,30,False
2021-06-04,34,False
2021-06-05,30,False
2021-06-06,32,False
2021-06-07,30,False
2021-06-08,42,False
2021-06-09,37,False
2021-06-10,33,False
2021-06-11,29,False
2021-06-12,24,False
2021-06-13,25,False
2021-06-14,32,False
2021-06-15,26,False
2021-06-16,25,False
2021-06-17,22,False
2021-06-18,22,False
2021-06-19,21,False
2021-06-20,23,False
2021-06-21,33,False
2021-06-22,43,False
2021-06-23,32,False
2021-06-24,27,False
2021-06-25,26,False
2021-06-26,25,False
2021-06-27,68,False
2021-06-28,71,False
2021-06-29,72,False
2021-06-30,63,False
2021-07-01,59,False
2021-07-02,57,False
2021-07-03,55,False
2021-07-04,58,False
2021-07-05,57,False
2021-07-06,54,False
2021-07-07,49,False
2021-07-08,56,False
2021-07-09,51,False
2021-07-10,45,False
2021-07-11,46,False
2021-07-12,49,False
2021-07-13,49,False
2021-07-14,52,False
2021-07-15,51,False
2021-07-16,52,False
2021-07-17,48,False
2021-07-18,48,False
2021-07-19,58,False
2021-07-20,74,False
2021-07-21,69,False
2021-07-22,61,False
2021-07-23,53,False
2021-07-24,53,False
2021-07-25,55,False
2021-07-26,100,False
2021-07-27,71,False
2021-07-28,69,False
2021-07-29,59,False
2021-07-30,58,False
2021-07-31,60,False
2021-08-01,56,False
2021-08-02,57,False
2021-08-03,54,False
2021-08-04,52,False
2021-08-05,52,False
2021-08-06,58,False
2021-08-07,66,False
2021-08-08,64,False
2021-08-09,69,False
2021-08-10,67,False
2021-08-11,69,False
2021-08-12,66,False
2021-08-13,62,False
2021-08-14,59,False
2021-08-15,57,False
2021-08-16,60,False
2021-08-17,57,False
2021-08-18,56,False
2021-08-19,53,False
2021-08-20,60,False
2021-08-21,58,False
2021-08-22,56,False
2021-08-23,70,False
2021-08-24,62,False
2021-08-25,59,False
2021-08-26,56,False
2021-08-27,51,False
2021-08-28,48,False
2021-08-29,47,False
2021-08-30,49,False
2021-08-31,51,False
2021-09-01,48,False
2021-09-02,52,False
2021-09-03,53,False
2021-09-04,47,False
2021-09-05,48,False
2021-09-06,57,False
2021-09-07,95,False
2021-09-08,87,False
2021-09-09,64,False
2021-09-10,58,False
2021-09-11,49,False
2021-09-12,47,False
2021-09-13,55,False
2021-09-14,50,False
2021-09-15,50,False
2021-09-16,49,False
2021-09-17,45,False
2021-09-18,42,False
2021-09-19,39,False
2021-09-20,63,False
2021-09-21,65,False
2021-09-22,58,False
2021-09-23,52,False
2021-09-24,76,False
2021-09-25,56,False
2021-09-26,40,False
2021-09-27,39,False
2021-09-28,39,False
2021-09-29,38,False
2021-09-30,37,False
2021-10-01,47,False
2021-10-02,39,False
2021-10-03,37,False
2021-10-04,42,False
2021-10-05,48,False
2021-10-06,62,False
2021-10-07,53,False
2021-10-08,48,False
2021-10-09,41,False
2021-10-10,41,False
2021-10-11,52,False
2021-10-12,50,False
2021-10-13,46,False
2021-10-14,49,False
2021-10-15,68,False
2021-10-16,61,False
2021-10-17,50,False
2021-10-18,60,False
2021-10-19,70,False
2021-10-20,87,False
2021-10-21,79,False
2021-10-22,65,False
2021-10-23,50,False
2021-10-24,47,False
2021-10-25,55,False
2021-10-26,58,False
2021-10-27,62,False
2021-10-28,55,False
2021-10-29,51,False
2021-10-30,44,False
2021-10-31,43,False
2021-11-01,45,False
2021-11-02,48,False
2021-11-03,45,False
2021-11-04,46,False
2021-11-05,43,False
2021-11-06,38,False
2021-11-07,39,False
2021-11-08,56,False
2021-11-09,64,False
2021-11-10,61,False
2021-11-11,52,False
2021-11-12,49,False
2021-11-13,45,False
2021-11-14,46,False
2021-11-15,48,False
2021-11-16,62,False
2021-11-17,54,False
2021-11-18,56,False
2021-11-19,57,False
2021-11-20,46,False
2021-11-21,42,False
2021-11-22,49,False
2021-11-23,53,False
2021-11-24,52,False
2021-11-25,46,False
2021-11-26,59,False
2021-11-27,48,False
2021-11-28,45,False
2021-11-29,48,False
2021-11-30,50,False
2021-12-01,44,False
2021-12-02,43,False
2021-12-03,44,False
2021-12-04,100,False
2021-12-05,70,False
2021-12-06,69,False
2021-12-07,58,False
2021-12-08,52,False
2021-12-09,52,False
2021-12-10,50,False
2021-12-11,45,False
2021-12-12,45,False
2021-12-13,55,False
2021-12-14,56,False
2021-12-15,52,False
2021-12-16,47,False
2021-12-17,46,False
2021-12-18,42,False
2021-12-19,39,False
2021-12-20,46,False
2021-12-21,47,False
2021-12-22,45,False
2021-12-23,44,False
2021-12-24,47,False
2021-12-25,42,False
2021-12-26,39,False
2021-12-27,42,False
2021-12-28,44,False
2021-12-29,43,False
2021-12-30,43,False
2021-12-31,40,False
2022-01-01,38,False
2022-01-02,38,False
2022-01-03,41,False
2022-01-04,40,False
2022-01-05,44,False
2022-01-06,66,False
2022-01-07,65,False
2022-01-08,56,False
2022-01-09,51,False
2022-01-10,56,False
2022-01-11,53,False
2022-01-12,49,False
2022-01-13,46,False
2022-01-14,44,False
2022-01-15,37,False
2022-01-16,37,False
2022-01-17,40,False
2022-01-18,43,False
2022-01-19,40,False
2022-01-20,41,False
2022-01-21,79,False
2022-01-22,100,False
2022-01-23,73,False
2022-01-24,96,False
2022-01-25,72,False
2022-01-26,67,False
2022-01-27,60,False
2022-01-28,56,False
2022-01-29,48,False
2022-01-30,45,False
2022-01-31,48,False
2022-02-01,49,False
2022-02-02,47,False
2022-02-03,47,False
2022-02-04,50,False
2022-02-05,52,False
2022-02-06,43,False
2022-02-07,54,False
2022-02-08,51,False
2022-02-09,50,False
2022-02-10,48,False
2022-02-11,44,False
2022-02-12,39,False
2022-02-13,36,False
2022-02-14,42,False
2022-02-15,43,False
2022-02-16,40,False
2022-02-17,42,False
2022-02-18,43,False
2022-02-19,38,False
2022-02-20,43,False
2022-02-21,47,False
2022-02-22,52,False
2022-02-23,44,False
2022-02-24,84,False
2022-02-25,58,False
2022-02-26,44,False
2022-02-27,44,False
2022-02-28,55,False
2022-03-01,60,False
2022-03-02,53,False
2022-03-03,47,False
2022-03-04,46,False
2022-03-05,40,False
2022-03-06,39,False
2022-03-07,46,False
2022-03-08,43,False
2022-03-09,50,False
2022-03-10,45,False
2022-03-11,41,False
2022-03-12,35,False
2022-03-13,34,False
2022-03-14,39,False
2022-03-15,37,False
2022-03-16,37,False
2022-03-17,36,False
2022-03-18,35,False
2022-03-19,34,False
2022-03-20,31,False
2022-03-21,34,False
2022-03-22,37,False
2022-03-23,37,False
2022-03-24,39,False
2022-03-25,39,False
2022-03-26,34,False
2022-03-27,75,False
2022-03-28,100,False
2022-03-29,88,False
2022-03-30,82,False
2022-03-31,80,False
2022-04-01,81,False
2022-04-02,70,False
2022-04-03,69,False
2022-04-04,74,False
2022-04-05,75,False
2022-04-06,78,False
2022-04-07,73,False
2022-04-08,70,False
2022-04-09,64,False
2022-04-10,62,False
2022-04-11,84,False
2022-04-12,79,False
2022-04-13,74,False
2022-04-14,70,False
2022-04-15,68,False
2022-04-16,58,False
2022-04-17,57,False
2022-04-18,72,False
2022-04-19,66,False
2022-04-20,64,False
2022-04-21,68,False
2022-04-22,66,False
2022-04-23,57,False
2022-04-24,55,False
2022-04-25,71,False
2022-04-26,74,False
2022-04-27,68,False
2022-04-28,67,False
2022-04-29,65,False
2022-04-30,59,False
2022-05-01,63,False
2022-05-02,65,False
2022-05-03,63,False
2022-05-04,65,False
2022-05-05,81,False
2022-05-06,83,False
2022-05-07,65,False
2022-05-08,77,False
2022-05-09,0,True
